long,lat,red,green,blue
35.05,-8.7562,94,100,95
35.075,-8.7562,95,100,96
35.1,-8.7562,94,100,95
35.125,-8.7562,93,99,95
35.15,-8.7562,93,100,95
35.175,-8.7562,93,99,94
35.2,-8.7562,94,98,94
35.225,-8.7562,94,97,93
35.25,-8.7562,97,92,88
35.275,-8.7562,103,85,82
35.3,-8.7562,104,84,80
35.325,-8.7562,103,84,81
35.35,-8.7562,104,82,79
35.375,-8.7562,110,76,72
35.4,-8.7562,113,74,71
35.425,-8.7562,111,74,71
35.45,-8.7562,111,71,69
35.475,-8.7562,116,66,64
35.5,-8.7562,118,61,59
35.525,-8.7562,117,62,62
35.55,-8.7562,90,86,85
35.575,-8.7562,99,77,76
35.6,-8.7562,103,72,72
35.625,-8.7562,122,51,51
35.65,-8.7562,110,63,63
35.675,-8.7562,109,62,62
35.7,-8.7562,124,47,47
35.725,-8.7562,102,66,66
35.75,-8.7562,50,29,29
35.775,-8.7562,51,26,26
35.8,-8.7562,54,23,23
31.925,-8.7187,43,30,34
32.175,-8.7187,54,39,39
32.2,-8.7187,55,41,41
32.225,-8.7187,74,24,24
32.25,-8.7187,85,16,16
32.275,-8.7187,74,26,26
32.3,-8.7187,77,25,25
32.325,-8.7187,74,29,29
32.35,-8.7187,66,37,38
32.375,-8.7187,61,43,44
32.4,-8.7187,61,46,46
32.425,-8.7187,63,44,45
32.45,-8.7187,86,22,23
32.475,-8.7187,89,20,21
32.5,-8.7187,83,27,28
32.525,-8.7187,84,29,29
32.55,-8.7187,78,38,38
32.575,-8.7187,65,50,50
32.6,-8.7187,66,52,52
32.625,-8.7187,74,44,44
32.65,-8.7187,68,50,50
32.675,-8.7187,69,51,51
32.7,-8.7187,71,50,51
32.725,-8.7187,74,47,47
32.75,-8.7187,72,51,53
32.775,-8.7187,71,55,58
32.8,-8.7187,72,54,59
32.825,-8.7187,68,59,60
32.85,-8.7187,72,56,57
32.875,-8.7187,74,54,55
32.9,-8.7187,75,55,56
32.925,-8.7187,69,62,63
32.95,-8.7187,69,64,67
32.975,-8.7187,69,64,67
33,-8.7187,54,33,47
33.025,-8.7187,54,33,43
33.05,-8.7187,71,66,69
33.075,-8.7187,74,65,67
33.1,-8.7187,77,63,65
33.125,-8.7187,81,60,63
33.15,-8.7187,56,29,47
33.175,-8.7187,82,62,66
33.2,-8.7187,86,57,60
33.225,-8.7187,90,56,58
33.25,-8.7187,90,56,61
33.275,-8.7187,90,56,62
33.3,-8.7187,93,56,62
33.325,-8.7187,99,52,59
33.35,-8.7187,105,48,54
33.375,-8.7187,85,67,75
33.4,-8.7187,82,70,79
33.425,-8.7187,89,66,75
33.45,-8.7187,105,53,59
33.475,-8.7187,108,51,56
33.5,-8.7187,102,58,65
33.525,-8.7187,110,51,57
33.55,-8.7187,69,27,56
33.575,-8.7187,100,64,68
33.6,-8.7187,109,58,62
33.625,-8.7187,116,50,55
33.65,-8.7187,117,50,54
33.675,-8.7187,113,51,57
33.7,-8.7187,119,46,50
33.725,-8.7187,109,53,61
33.75,-8.7187,95,56,75
33.775,-8.7187,106,42,63
33.8,-8.7187,108,51,62
33.825,-8.7187,96,68,74
33.85,-8.7187,92,60,79
33.875,-8.7187,84,31,89
33.9,-8.7187,51,24,119
33.925,-8.7187,57,23,117
33.95,-8.7187,86,24,89
33.975,-8.7187,92,32,81
34,-8.7187,92,39,82
34.025,-8.7187,88,43,88
34.05,-8.7187,73,19,105
34.075,-8.7187,56,13,121
34.1,-8.7187,29,5,148
34.125,-8.7187,14,2,162
34.15,-8.7187,32,5,147
34.175,-8.7187,33,8,147
34.2,-8.7187,6,1,175
34.225,-8.7187,3,0,178
34.25,-8.7187,2,0,177
34.275,-8.7187,6,3,175
34.3,-8.7187,31,13,152
34.325,-8.7187,37,14,144
34.35,-8.7187,19,6,164
34.375,-8.7187,6,2,177
34.4,-8.7187,28,9,157
34.425,-8.7187,77,18,106
34.45,-8.7187,123,23,63
34.475,-8.7187,142,39,45
34.5,-8.7187,140,43,47
34.525,-8.7187,142,45,45
34.55,-8.7187,128,48,59
34.575,-8.7187,90,53,96
34.6,-8.7187,66,61,119
34.625,-8.7187,59,48,128
34.65,-8.7187,60,49,125
34.675,-8.7187,57,49,130
34.7,-8.7187,36,29,153
34.725,-8.7187,39,33,150
34.75,-8.7187,70,63,120
34.775,-8.7187,81,78,107
34.8,-8.7187,91,84,98
34.825,-8.7187,94,92,92
34.85,-8.7187,90,98,97
34.875,-8.7187,96,96,94
34.9,-8.7187,98,98,93
34.925,-8.7187,96,98,93
34.95,-8.7187,94,101,97
34.975,-8.7187,96,97,93
35,-8.7187,95,101,97
35.025,-8.7187,95,98,93
35.05,-8.7187,94,101,95
35.075,-8.7187,95,103,97
35.1,-8.7187,94,100,94
35.125,-8.7187,94,101,94
35.15,-8.7187,94,100,95
35.175,-8.7187,94,100,95
35.2,-8.7187,93,100,95
35.225,-8.7187,97,95,90
35.25,-8.7187,102,90,87
35.275,-8.7187,105,86,80
35.3,-8.7187,107,84,79
35.325,-8.7187,108,82,78
35.35,-8.7187,108,80,76
35.375,-8.7187,108,79,75
35.4,-8.7187,111,76,72
35.425,-8.7187,112,73,70
35.45,-8.7187,117,68,66
35.475,-8.7187,119,65,63
35.5,-8.7187,119,62,61
35.525,-8.7187,111,68,68
35.55,-8.7187,89,88,88
35.575,-8.7187,92,86,85
35.6,-8.7187,99,76,76
35.625,-8.7187,100,71,71
35.65,-8.7187,94,79,79
35.675,-8.7187,96,77,77
35.7,-8.7187,128,39,39
35.725,-8.7187,104,63,63
35.75,-8.7187,106,61,61
31.925,-8.6812,43,30,35
32.025,-8.6812,47,27,30
32.125,-8.6812,60,28,28
32.175,-8.6812,54,40,40
32.2,-8.6812,61,36,36
32.225,-8.6812,83,14,14
32.25,-8.6812,81,18,18
32.275,-8.6812,78,25,25
32.3,-8.6812,79,26,26
32.325,-8.6812,78,27,27
32.35,-8.6812,72,35,35
32.375,-8.6812,69,38,38
32.4,-8.6812,69,41,41
32.425,-8.6812,72,39,39
32.45,-8.6812,73,38,38
32.475,-8.6812,70,42,43
32.5,-8.6812,70,44,44
32.525,-8.6812,75,39,39
32.55,-8.6812,70,45,45
32.575,-8.6812,74,42,42
32.6,-8.6812,69,48,48
32.625,-8.6812,73,46,46
32.65,-8.6812,69,50,50
32.675,-8.6812,72,49,50
32.7,-8.6812,72,51,52
32.725,-8.6812,76,48,49
32.75,-8.6812,72,51,53
32.775,-8.6812,74,53,56
32.8,-8.6812,75,53,57
32.825,-8.6812,73,54,57
32.85,-8.6812,69,60,61
32.875,-8.6812,69,62,64
32.9,-8.6812,72,61,63
32.925,-8.6812,70,63,66
32.95,-8.6812,70,63,66
32.975,-8.6812,71,67,70
33,-8.6812,71,67,70
33.025,-8.6812,72,67,70
33.05,-8.6812,73,67,69
33.075,-8.6812,77,64,67
33.1,-8.6812,82,63,64
33.125,-8.6812,84,60,63
33.15,-8.6812,85,59,62
33.175,-8.6812,86,59,64
33.2,-8.6812,88,57,61
33.225,-8.6812,91,60,63
33.25,-8.6812,92,59,63
33.275,-8.6812,95,56,64
33.3,-8.6812,99,54,62
33.325,-8.6812,101,53,60
33.35,-8.6812,105,51,57
33.375,-8.6812,82,72,81
33.4,-8.6812,82,77,85
33.425,-8.6812,85,74,84
33.45,-8.6812,94,68,75
33.475,-8.6812,89,71,79
33.5,-8.6812,88,72,80
33.525,-8.6812,102,63,70
33.55,-8.6812,124,43,47
33.575,-8.6812,99,69,75
33.6,-8.6812,112,55,60
33.625,-8.6812,117,52,56
33.65,-8.6812,117,51,57
33.675,-8.6812,115,52,57
33.7,-8.6812,114,54,59
33.725,-8.6812,116,50,60
33.75,-8.6812,128,35,45
33.775,-8.6812,155,16,19
33.8,-8.6812,133,43,44
33.825,-8.6812,112,61,65
33.85,-8.6812,104,59,69
33.875,-8.6812,94,33,77
33.9,-8.6812,78,29,96
33.925,-8.6812,96,42,81
33.95,-8.6812,106,36,69
33.975,-8.6812,117,27,60
34,-8.6812,126,35,52
34.025,-8.6812,108,42,70
34.05,-8.6812,86,26,92
34.075,-8.6812,70,14,108
34.1,-8.6812,35,6,142
34.125,-8.6812,25,4,156
34.15,-8.6812,33,5,150
34.175,-8.6812,35,6,148
34.2,-8.6812,9,1,174
34.225,-8.6812,4,0,179
34.25,-8.6812,5,1,180
34.275,-8.6812,12,3,173
34.3,-8.6812,26,8,158
34.325,-8.6812,27,11,158
34.35,-8.6812,13,3,174
34.375,-8.6812,3,0,184
34.4,-8.6812,3,0,184
34.425,-8.6812,33,4,156
34.45,-8.6812,109,18,80
34.475,-8.6812,141,29,48
34.5,-8.6812,145,34,43
34.525,-8.6812,147,41,42
34.55,-8.6812,135,52,54
34.575,-8.6812,113,52,76
34.6,-8.6812,90,75,100
34.625,-8.6812,78,72,113
34.65,-8.6812,89,75,101
34.675,-8.6812,62,47,128
34.7,-8.6812,14,12,176
34.725,-8.6812,22,19,167
34.75,-8.6812,30,26,161
34.775,-8.6812,52,45,139
34.8,-8.6812,79,74,114
34.825,-8.6812,85,78,108
34.85,-8.6812,86,93,102
34.875,-8.6812,95,98,97
34.9,-8.6812,101,96,91
34.925,-8.6812,98,98,93
34.95,-8.6812,98,98,93
34.975,-8.6812,96,101,95
35,-8.6812,95,103,97
35.025,-8.6812,95,103,97
35.05,-8.6812,94,102,97
35.075,-8.6812,94,102,96
35.1,-8.6812,94,102,96
35.125,-8.6812,94,102,95
35.15,-8.6812,95,102,95
35.175,-8.6812,95,102,96
35.2,-8.6812,94,100,94
35.225,-8.6812,100,94,88
35.25,-8.6812,104,90,84
35.275,-8.6812,107,84,80
35.3,-8.6812,106,83,79
35.325,-8.6812,106,84,79
35.35,-8.6812,102,85,82
35.375,-8.6812,108,79,75
35.4,-8.6812,114,73,70
35.425,-8.6812,116,68,66
35.45,-8.6812,114,69,68
35.475,-8.6812,115,65,63
35.5,-8.6812,117,64,62
35.525,-8.6812,113,64,64
35.55,-8.6812,88,88,87
35.575,-8.6812,89,88,88
35.6,-8.6812,92,83,83
35.625,-8.6812,98,77,77
35.65,-8.6812,100,72,72
35.675,-8.6812,106,63,63
35.7,-8.6812,136,34,34
35.725,-8.6812,115,54,54
35.75,-8.6812,107,58,58
35.775,-8.6812,49,28,28
32.175,-8.643699999999999,52,40,40
32.2,-8.643699999999999,70,28,28
32.225,-8.643699999999999,85,14,14
32.25,-8.643699999999999,78,22,22
32.275,-8.643699999999999,82,24,24
32.3,-8.643699999999999,79,27,27
32.325,-8.643699999999999,74,31,31
32.35,-8.643699999999999,74,34,35
32.375,-8.643699999999999,73,35,36
32.4,-8.643699999999999,71,38,38
32.425,-8.643699999999999,75,34,35
32.45,-8.643699999999999,79,34,34
32.475,-8.643699999999999,77,38,38
32.5,-8.643699999999999,79,36,36
32.525,-8.643699999999999,82,33,34
32.55,-8.643699999999999,75,40,41
32.575,-8.643699999999999,71,46,47
32.6,-8.643699999999999,69,50,51
32.625,-8.643699999999999,69,52,53
32.65,-8.643699999999999,73,50,51
32.675,-8.643699999999999,70,54,55
32.7,-8.643699999999999,75,50,51
32.725,-8.643699999999999,76,49,50
32.75,-8.643699999999999,76,49,50
32.775,-8.643699999999999,67,59,63
32.8,-8.643699999999999,74,56,60
32.825,-8.643699999999999,77,53,57
32.85,-8.643699999999999,69,62,66
32.875,-8.643699999999999,69,65,68
32.9,-8.643699999999999,70,63,66
32.925,-8.643699999999999,75,60,63
32.95,-8.643699999999999,71,66,70
32.975,-8.643699999999999,72,68,71
33,-8.643699999999999,72,68,71
33.025,-8.643699999999999,73,69,71
33.05,-8.643699999999999,75,67,70
33.075,-8.643699999999999,78,64,67
33.1,-8.643699999999999,82,62,65
33.125,-8.643699999999999,86,60,65
33.15,-8.643699999999999,86,60,65
33.175,-8.643699999999999,84,64,67
33.2,-8.643699999999999,86,62,66
33.225,-8.643699999999999,92,58,61
33.25,-8.643699999999999,97,55,59
33.275,-8.643699999999999,97,58,64
33.3,-8.643699999999999,101,55,62
33.325,-8.643699999999999,102,56,61
33.35,-8.643699999999999,106,53,59
33.375,-8.643699999999999,87,71,78
33.4,-8.643699999999999,81,81,89
33.425,-8.643699999999999,83,79,87
33.45,-8.643699999999999,85,77,84
33.475,-8.643699999999999,94,71,78
33.5,-8.643699999999999,102,65,72
33.525,-8.643699999999999,113,56,60
33.55,-8.643699999999999,140,35,37
33.575,-8.643699999999999,108,62,67
33.6,-8.643699999999999,109,63,68
33.625,-8.643699999999999,107,62,69
33.65,-8.643699999999999,102,60,72
33.675,-8.643699999999999,107,62,70
33.7,-8.643699999999999,120,52,57
33.725,-8.643699999999999,120,44,56
33.75,-8.643699999999999,149,20,27
33.775,-8.643699999999999,162,16,18
33.8,-8.643699999999999,138,39,40
33.825,-8.643699999999999,128,50,53
33.85,-8.643699999999999,114,57,64
33.875,-8.643699999999999,114,35,63
33.9,-8.643699999999999,124,39,54
33.925,-8.643699999999999,124,53,56
33.95,-8.643699999999999,127,42,53
33.975,-8.643699999999999,143,26,39
34,-8.643699999999999,132,29,48
34.025,-8.643699999999999,105,34,76
34.05,-8.643699999999999,93,25,89
34.075,-8.643699999999999,85,13,97
34.1,-8.643699999999999,78,12,104
34.125,-8.643699999999999,51,9,131
34.15,-8.643699999999999,24,3,161
34.175,-8.643699999999999,13,2,170
34.2,-8.643699999999999,10,1,175
34.225,-8.643699999999999,8,1,179
34.25,-8.643699999999999,13,3,174
34.275,-8.643699999999999,25,6,160
34.3,-8.643699999999999,14,3,173
34.325,-8.643699999999999,7,2,180
34.35,-8.643699999999999,4,0,183
34.375,-8.643699999999999,8,1,183
34.4,-8.643699999999999,6,1,183
34.425,-8.643699999999999,48,5,143
34.45,-8.643699999999999,134,18,59
34.475,-8.643699999999999,158,27,34
34.5,-8.643699999999999,155,33,35
34.525,-8.643699999999999,149,44,42
34.55,-8.643699999999999,139,56,54
34.575,-8.643699999999999,125,60,66
34.6,-8.643699999999999,101,59,91
34.625,-8.643699999999999,76,47,116
34.65,-8.643699999999999,60,55,130
34.675,-8.643699999999999,38,38,151
34.7,-8.643699999999999,5,4,186
34.725,-8.643699999999999,3,2,190
34.75,-8.643699999999999,9,8,184
34.775,-8.643699999999999,24,21,167
34.8,-8.643699999999999,57,52,135
34.825,-8.643699999999999,77,74,116
34.85,-8.643699999999999,93,96,101
34.875,-8.643699999999999,94,103,98
34.9,-8.643699999999999,97,100,96
34.925,-8.643699999999999,96,102,96
34.95,-8.643699999999999,107,92,87
34.975,-8.643699999999999,104,98,92
35,-8.643699999999999,97,103,97
35.025,-8.643699999999999,97,104,98
35.05,-8.643699999999999,96,104,98
35.075,-8.643699999999999,94,103,96
35.1,-8.643699999999999,96,103,97
35.125,-8.643699999999999,95,103,96
35.15,-8.643699999999999,94,102,96
35.175,-8.643699999999999,95,102,96
35.2,-8.643699999999999,95,101,94
35.225,-8.643699999999999,104,91,84
35.25,-8.643699999999999,105,88,84
35.275,-8.643699999999999,101,90,85
35.3,-8.643699999999999,104,88,82
35.325,-8.643699999999999,106,85,79
35.35,-8.643699999999999,110,80,75
35.375,-8.643699999999999,111,76,72
35.4,-8.643699999999999,115,74,71
35.425,-8.643699999999999,113,74,71
35.45,-8.643699999999999,116,69,66
35.475,-8.643699999999999,120,64,62
35.5,-8.643699999999999,115,65,63
35.525,-8.643699999999999,118,59,59
35.55,-8.643699999999999,97,80,80
35.575,-8.643699999999999,115,62,62
35.6,-8.643699999999999,130,45,45
35.625,-8.643699999999999,47,37,37
35.65,-8.643699999999999,52,31,31
35.675,-8.643699999999999,109,62,62
35.7,-8.643699999999999,130,39,39
35.725,-8.643699999999999,145,24,24
35.75,-8.643699999999999,50,25,25
35.775,-8.643699999999999,43,30,30
35.8,-8.643699999999999,46,27,27
31.975,-8.6062,55,28,31
32.1,-8.6062,72,23,23
32.125,-8.6062,84,10,10
32.175,-8.6062,66,27,28
32.2,-8.6062,88,11,11
32.225,-8.6062,82,18,19
32.25,-8.6062,78,25,25
32.275,-8.6062,83,24,24
32.3,-8.6062,79,28,28
32.325,-8.6062,75,34,34
32.35,-8.6062,72,36,37
32.375,-8.6062,73,36,37
32.4,-8.6062,74,35,36
32.425,-8.6062,81,32,33
32.45,-8.6062,84,29,30
32.475,-8.6062,85,31,32
32.5,-8.6062,88,31,31
32.525,-8.6062,82,36,38
32.55,-8.6062,81,38,38
32.575,-8.6062,86,34,35
32.6,-8.6062,81,40,40
32.625,-8.6062,71,52,52
32.65,-8.6062,73,49,50
32.675,-8.6062,70,54,55
32.7,-8.6062,72,52,53
32.725,-8.6062,78,49,52
32.75,-8.6062,73,53,54
32.775,-8.6062,71,58,60
32.8,-8.6062,74,57,62
32.825,-8.6062,74,58,61
32.85,-8.6062,70,64,67
32.875,-8.6062,72,65,69
32.9,-8.6062,74,63,67
32.925,-8.6062,71,65,69
32.95,-8.6062,70,68,72
32.975,-8.6062,72,69,72
33,-8.6062,73,67,69
33.025,-8.6062,77,67,69
33.05,-8.6062,77,66,70
33.075,-8.6062,81,62,66
33.1,-8.6062,82,65,69
33.125,-8.6062,82,64,69
33.15,-8.6062,85,64,69
33.175,-8.6062,89,61,65
33.2,-8.6062,91,59,64
33.225,-8.6062,94,58,63
33.25,-8.6062,95,58,64
33.275,-8.6062,98,59,65
33.3,-8.6062,102,55,61
33.325,-8.6062,104,54,61
33.35,-8.6062,105,55,61
33.375,-8.6062,100,63,69
33.4,-8.6062,95,69,76
33.425,-8.6062,126,43,46
33.45,-8.6062,101,65,71
33.475,-8.6062,100,70,77
33.5,-8.6062,108,62,67
33.525,-8.6062,114,59,63
33.55,-8.6062,149,26,28
33.575,-8.6062,139,35,38
33.6,-8.6062,102,73,78
33.625,-8.6062,105,64,73
33.65,-8.6062,102,58,75
33.675,-8.6062,108,60,72
33.7,-8.6062,113,62,66
33.725,-8.6062,110,61,69
33.75,-8.6062,159,19,22
33.775,-8.6062,161,19,19
33.8,-8.6062,148,33,35
33.825,-8.6062,130,53,55
33.85,-8.6062,126,52,56
33.875,-8.6062,142,34,42
33.9,-8.6062,135,47,49
33.925,-8.6062,129,51,55
33.95,-8.6062,154,32,33
33.975,-8.6062,151,30,33
34,-8.6062,140,29,45
34.025,-8.6062,119,33,68
34.05,-8.6062,129,25,58
34.075,-8.6062,121,15,63
34.1,-8.6062,109,16,77
34.125,-8.6062,77,11,111
34.15,-8.6062,36,5,150
34.175,-8.6062,12,1,175
34.2,-8.6062,7,0,182
34.225,-8.6062,5,0,182
34.25,-8.6062,10,1,181
34.275,-8.6062,23,4,168
34.3,-8.6062,17,2,174
34.325,-8.6062,4,0,187
34.35,-8.6062,9,0,186
34.375,-8.6062,28,3,165
34.4,-8.6062,60,8,135
34.425,-8.6062,108,15,85
34.45,-8.6062,162,26,31
34.475,-8.6062,167,30,29
34.5,-8.6062,168,31,29
34.525,-8.6062,159,37,36
34.55,-8.6062,146,49,47
34.575,-8.6062,124,47,71
34.6,-8.6062,92,36,105
34.625,-8.6062,65,40,129
34.65,-8.6062,42,41,151
34.675,-8.6062,47,37,146
34.7,-8.6062,19,17,176
34.725,-8.6062,4,3,191
34.75,-8.6062,13,10,182
34.775,-8.6062,37,34,158
34.8,-8.6062,81,73,113
34.825,-8.6062,87,87,105
34.85,-8.6062,97,100,97
34.875,-8.6062,97,103,96
34.9,-8.6062,105,98,92
34.925,-8.6062,98,103,97
34.95,-8.6062,97,104,98
34.975,-8.6062,95,103,96
35,-8.6062,97,106,98
35.025,-8.6062,97,104,97
35.05,-8.6062,97,105,97
35.075,-8.6062,96,105,98
35.1,-8.6062,95,103,97
35.125,-8.6062,95,103,97
35.15,-8.6062,96,104,97
35.175,-8.6062,95,104,97
35.2,-8.6062,98,100,95
35.225,-8.6062,99,97,91
35.25,-8.6062,100,95,90
35.275,-8.6062,101,95,89
35.3,-8.6062,106,89,84
35.325,-8.6062,110,85,80
35.35,-8.6062,112,81,75
35.375,-8.6062,112,79,75
35.4,-8.6062,111,77,73
35.425,-8.6062,115,71,69
35.45,-8.6062,116,70,68
35.475,-8.6062,115,68,67
35.5,-8.6062,113,70,67
35.525,-8.6062,115,68,65
35.55,-8.6062,113,66,66
35.575,-8.6062,132,45,45
35.6,-8.6062,134,41,41
35.625,-8.6062,55,28,28
35.65,-8.6062,113,60,60
35.675,-8.6062,118,54,54
35.7,-8.6062,146,23,23
35.725,-8.6062,114,56,56
35.75,-8.6062,46,29,29
35.775,-8.6062,44,28,28
31.85,-8.5687,57,23,26
31.925,-8.5687,44,28,31
31.95,-8.5687,66,17,19
32.1,-8.5687,81,10,10
32.125,-8.5687,82,15,15
32.15,-8.5687,88,9,10
32.175,-8.5687,85,11,11
32.2,-8.5687,86,14,14
32.225,-8.5687,83,18,18
32.25,-8.5687,84,19,19
32.275,-8.5687,81,24,24
32.3,-8.5687,80,28,29
32.325,-8.5687,80,31,31
32.35,-8.5687,81,32,32
32.375,-8.5687,77,35,35
32.4,-8.5687,79,34,34
32.425,-8.5687,84,31,32
32.45,-8.5687,90,27,28
32.475,-8.5687,93,24,24
32.5,-8.5687,90,29,29
32.525,-8.5687,89,31,32
32.55,-8.5687,88,32,33
32.575,-8.5687,83,38,39
32.6,-8.5687,79,43,44
32.625,-8.5687,76,47,48
32.65,-8.5687,78,48,49
32.675,-8.5687,76,52,54
32.7,-8.5687,74,53,56
32.725,-8.5687,76,50,55
32.75,-8.5687,76,52,56
32.775,-8.5687,71,58,63
32.8,-8.5687,72,58,62
32.825,-8.5687,76,59,62
32.85,-8.5687,74,62,65
32.875,-8.5687,76,60,64
32.9,-8.5687,73,65,69
32.925,-8.5687,73,65,69
32.95,-8.5687,72,69,73
32.975,-8.5687,73,71,73
33,-8.5687,74,70,73
33.025,-8.5687,78,68,71
33.05,-8.5687,77,69,73
33.075,-8.5687,78,69,73
33.1,-8.5687,78,68,74
33.125,-8.5687,82,66,72
33.15,-8.5687,87,65,69
33.175,-8.5687,89,62,67
33.2,-8.5687,91,60,68
33.225,-8.5687,92,61,67
33.25,-8.5687,96,61,67
33.275,-8.5687,99,59,64
33.3,-8.5687,101,58,65
33.325,-8.5687,102,60,65
33.35,-8.5687,105,60,64
33.375,-8.5687,105,61,65
33.4,-8.5687,116,50,55
33.425,-8.5687,129,42,46
33.45,-8.5687,126,47,51
33.475,-8.5687,111,61,65
33.5,-8.5687,111,61,66
33.525,-8.5687,135,38,41
33.55,-8.5687,140,35,37
33.575,-8.5687,108,68,72
33.6,-8.5687,105,72,77
33.625,-8.5687,117,53,60
33.65,-8.5687,121,48,61
33.675,-8.5687,104,68,77
33.7,-8.5687,102,76,80
33.725,-8.5687,112,64,70
33.75,-8.5687,156,29,30
33.775,-8.5687,160,22,23
33.8,-8.5687,141,43,44
33.825,-8.5687,139,41,45
33.85,-8.5687,137,36,48
33.875,-8.5687,150,35,35
33.9,-8.5687,136,48,50
33.925,-8.5687,134,48,52
33.95,-8.5687,152,34,35
33.975,-8.5687,149,33,35
34,-8.5687,141,37,45
34.025,-8.5687,130,32,57
34.05,-8.5687,162,19,27
34.075,-8.5687,148,20,40
34.1,-8.5687,126,19,64
34.125,-8.5687,126,14,65
34.15,-8.5687,86,9,106
34.175,-8.5687,33,5,158
34.2,-8.5687,28,3,163
34.225,-8.5687,11,1,182
34.25,-8.5687,7,1,186
34.275,-8.5687,10,1,184
34.3,-8.5687,9,2,186
34.325,-8.5687,15,2,178
34.35,-8.5687,34,3,161
34.375,-8.5687,83,8,114
34.4,-8.5687,161,20,36
34.425,-8.5687,173,21,22
34.45,-8.5687,171,24,24
34.475,-8.5687,171,26,26
34.5,-8.5687,161,29,35
34.525,-8.5687,162,32,34
34.55,-8.5687,145,34,51
34.575,-8.5687,116,34,83
34.6,-8.5687,80,29,119
34.625,-8.5687,37,18,160
34.65,-8.5687,38,24,157
34.675,-8.5687,42,34,155
34.7,-8.5687,30,33,170
34.725,-8.5687,29,26,166
34.75,-8.5687,64,47,133
34.775,-8.5687,94,86,102
34.8,-8.5687,98,86,96
34.825,-8.5687,100,97,94
34.85,-8.5687,99,102,94
34.875,-8.5687,97,106,99
34.9,-8.5687,98,104,97
34.925,-8.5687,99,102,97
34.95,-8.5687,101,103,95
34.975,-8.5687,99,105,97
35,-8.5687,98,103,95
35.025,-8.5687,98,107,99
35.05,-8.5687,97,106,98
35.075,-8.5687,98,106,98
35.1,-8.5687,97,105,97
35.125,-8.5687,96,104,97
35.15,-8.5687,96,105,98
35.175,-8.5687,97,103,95
35.2,-8.5687,99,100,93
35.225,-8.5687,103,94,89
35.25,-8.5687,98,97,90
35.275,-8.5687,103,94,87
35.3,-8.5687,106,87,83
35.325,-8.5687,108,86,81
35.35,-8.5687,114,77,72
35.375,-8.5687,112,78,74
35.4,-8.5687,113,74,71
35.425,-8.5687,119,70,67
35.45,-8.5687,117,70,66
35.475,-8.5687,120,65,62
35.5,-8.5687,121,64,62
35.525,-8.5687,118,64,64
35.55,-8.5687,121,58,58
35.575,-8.5687,102,75,74
35.6,-8.5687,102,73,73
35.625,-8.5687,116,59,59
35.65,-8.5687,139,33,33
35.7,-8.5687,153,16,16
35.725,-8.5687,112,57,57
35.85,-8.5687,38,31,31
31.825,-8.5312,57,24,27
31.9,-8.5312,46,32,36
31.925,-8.5312,67,20,22
31.95,-8.5312,60,20,22
31.975,-8.5312,61,27,29
32.1,-8.5312,70,25,27
32.125,-8.5312,72,18,19
32.15,-8.5312,75,17,17
32.175,-8.5312,83,15,15
32.2,-8.5312,86,13,14
32.225,-8.5312,88,17,17
32.25,-8.5312,83,22,23
32.275,-8.5312,85,24,24
32.3,-8.5312,83,26,26
32.325,-8.5312,83,27,28
32.35,-8.5312,80,33,33
32.375,-8.5312,80,32,33
32.4,-8.5312,83,32,32
32.425,-8.5312,87,29,30
32.45,-8.5312,90,27,28
32.475,-8.5312,91,27,28
32.5,-8.5312,98,23,24
32.525,-8.5312,97,24,25
32.55,-8.5312,92,29,30
32.575,-8.5312,93,32,33
32.6,-8.5312,95,28,29
32.625,-8.5312,88,37,38
32.65,-8.5312,78,48,49
32.675,-8.5312,69,57,62
32.7,-8.5312,78,52,57
32.725,-8.5312,73,58,63
32.75,-8.5312,74,56,60
32.775,-8.5312,73,57,62
32.8,-8.5312,75,59,64
32.825,-8.5312,75,59,64
32.85,-8.5312,73,63,70
32.875,-8.5312,77,62,67
32.9,-8.5312,72,69,73
32.925,-8.5312,74,69,73
32.95,-8.5312,72,69,74
32.975,-8.5312,75,69,71
33,-8.5312,75,69,72
33.025,-8.5312,76,70,74
33.05,-8.5312,80,68,71
33.075,-8.5312,80,67,71
33.1,-8.5312,80,70,74
33.125,-8.5312,84,67,73
33.15,-8.5312,85,65,72
33.175,-8.5312,91,61,66
33.2,-8.5312,93,60,67
33.225,-8.5312,95,61,68
33.25,-8.5312,99,60,66
33.275,-8.5312,104,58,62
33.3,-8.5312,107,58,62
33.325,-8.5312,109,55,60
33.35,-8.5312,111,57,60
33.375,-8.5312,111,58,61
33.4,-8.5312,109,61,66
33.425,-8.5312,93,77,83
33.45,-8.5312,107,65,70
33.475,-8.5312,127,47,51
33.5,-8.5312,150,28,31
33.525,-8.5312,153,28,30
33.55,-8.5312,144,34,37
33.575,-8.5312,115,64,68
33.6,-8.5312,126,54,58
33.625,-8.5312,146,32,36
33.65,-8.5312,128,50,56
33.675,-8.5312,104,78,83
33.7,-8.5312,104,79,83
33.725,-8.5312,119,59,67
33.75,-8.5312,145,31,41
33.775,-8.5312,150,35,38
33.8,-8.5312,142,41,44
33.825,-8.5312,145,29,41
33.85,-8.5312,138,30,49
33.875,-8.5312,147,36,39
33.9,-8.5312,133,54,54
33.925,-8.5312,140,43,46
33.95,-8.5312,148,31,41
33.975,-8.5312,136,32,50
34,-8.5312,149,39,41
